gameId,date,teamId,teamAbbrev,teamName,homeAway,playerId,playerName,playerFirstName,playerLastName,playerSlug,sweaterNumber,positionCode,goals,assists,points,shotsOnGoal,hits,pim,plusMinus,timeOnIce,saves,shotsAgainst,goalsAgainst,savePct,faceoffWins
2024020002,2024-10-05,1,NJD,Devils,home,8479414,N. Bastian,Nathan,Bastian,nathan-bastian-8479414,14,R,0.0,0.0,0.0,0.0,0.0,0,0.0,10:53,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8477073,K. MacDermid,Kurtis,MacDermid,kurtis-macdermid-8477073,23,L,0.0,0.0,0.0,0.0,1.0,0,0.0,03:39,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8478414,T. Meier,Timo,Meier,timo-meier-8478414,28,R,1.0,0.0,1.0,8.0,1.0,0,0.0,19:24,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8477508,C. Lazar,Curtis,Lazar,curtis-lazar-8477508,42,C,0.0,0.0,0.0,1.0,1.0,0,0.0,11:07,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8481032,P. Cotter,Paul,Cotter,paul-cotter-8481032,47,L,1.0,0.0,1.0,2.0,1.0,0,1.0,16:42,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8475287,E. Haula,Erik,Haula,erik-haula-8475287,56,L,0.0,1.0,1.0,0.0,0.0,0,0.0,12:16,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8479407,J. Bratt,Jesper,Bratt,jesper-bratt-8479407,63,L,0.0,1.0,1.0,5.0,1.0,0,0.0,19:19,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8481559,J. Hughes,Jack,Hughes,jack-hughes-8481559,86,C,0.0,2.0,2.0,6.0,1.0,0,1.0,20:37,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8475193,T. Tatar,Tomas,Tatar,tomas-tatar-8475193,90,L,0.0,0.0,0.0,3.0,2.0,0,0.0,15:32,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8482110,D. Mercer,Dawson,Mercer,dawson-mercer-8482110,91,C,0.0,0.0,0.0,1.0,0.0,0,0.0,20:33,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8475455,B. Dillon,Brenden,Dillon,brenden-dillon-8475455,5,D,0.0,0.0,0.0,1.0,1.0,9,1.0,14:48,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8476462,D. Hamilton,Dougie,Hamilton,dougie-hamilton-8476462,7,D,0.0,0.0,0.0,3.0,1.0,0,1.0,22:52,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8480192,J. Kovacevic,Johnathan,Kovacevic,johnathan-kovacevic-8480192,8,D,0.0,0.0,0.0,0.0,2.0,0,0.0,23:43,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8483495,S. Nemec,Simon,Nemec,simon-nemec-8483495,17,D,0.0,0.0,0.0,0.0,0.0,0,0.0,15:25,,,,,
2024020002,2024-10-05,1,NJD,Devils,home,8483429,S. Casey,Seamus,Casey,seamus-casey-8483429,24,D,1.0,0.0,1.0,2.0,0.0,0,0.0,12:09,,,,,
